experiment_name,timestamp,architecture,hybrid_enabled,best_val_accuracy,best_epoch,final_val_accuracy,test_accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,kappa,mcc,macro_auc,ece,parameter_count,training_time_s,mean_inference_ms,exp_dir
vmamba_t_VANILLA,2026-08-15_14-32-57,vmamba_t,False,44.44444444444444,1,44.44444444444444,,,,,,,,,,,30377525,419.1,,./experiments\vmamba_t_VANILLA\2026-08-15_14-32-57
