epoch,timestamp,train_loss,grad_norm,batch_time,data_time,model_time,loss_scale,epoch_time,val_acc1,val_acc5,val_loss,lr,weight_decay,val_acc1_ema
0,2026-08-16T09:05:55.157527,0.7930995396205357,"tensor(nan, device='cuda:0')",1.5480686213288988,1.2397343048027583,0.24188733100891113,33353.142857142855,87.81363010406494,33.33333337571886,100.00000039559824,1.4905743634259259,1.668526785714286e-05,0.05,31.85185185185185
1,2026-08-16T09:08:03.304993,0.7204677036830357,"tensor(2.5337, device='cuda:0')",1.5433732994965144,1.318119581256594,0.24638772010803223,32768.0,87.61441349983215,61.4814815097385,100.00000039559824,1.2008101851851851,3.0747767857142855e-05,0.05,53.33333336159035
2,2026-08-16T09:10:15.268157,0.5897303989955357,"tensor(2.5964, device='cuda:0')",1.5681741280215127,1.3720957594258445,0.19476146697998048,32768.0,88.9895327091217,67.40740746392144,100.00000039559824,0.8719111689814815,3.121920290159346e-05,0.05,65.92592603895399
3,2026-08-16T09:12:25.277490,0.5084359305245536,"tensor(2.9188, device='cuda:0')",1.5735539666243963,1.3382727120603835,0.26608891487121583,32768.0,89.2861442565918,84.44444450095848,100.00000039559824,0.6772135416666667,3.112234037846768e-05,0.05,69.6296297426577
4,2026-08-16T09:14:32.612616,0.45925467354910715,"tensor(3.0747, device='cuda:0')",1.5412136358874184,1.3345625826290675,0.1939572811126709,32768.0,87.46419310569763,82.96296307599103,100.00000039559824,0.5578739872685186,3.0959784951134256e-05,0.05,79.25925937228733
5,2026-08-16T09:16:40.440427,0.43463134765625,"tensor(3.1386, device='cuda:0')",1.5423359274864197,1.3289746046066284,0.2612557888031006,32768.0,87.55929064750671,87.40740746392144,100.00000039559824,0.48652886284722224,3.0732232706888986e-05,0.05,85.18518529821326
6,2026-08-16T09:18:49.185882,0.41274588448660715,"tensor(3.3138, device='cuda:0')",1.5482477418013982,1.360152930021286,0.21524477005004883,32768.0,87.85597658157349,88.88888928448712,100.00000039559824,0.43234953703703705,3.0440658059376203e-05,0.05,86.6666667231807
7,2026-08-16T09:20:58.426584,0.39913504464285715,"tensor(3.4058, device='cuda:0')",1.5782184217657362,1.3109285363129206,0.2662820339202881,32768.0,89.548269033432,88.88888928448712,100.00000039559824,0.41120515046296297,3.00863095759999e-05,0.05,88.14814854374639
8,2026-08-16T09:23:05.572978,0.38311331612723215,"tensor(3.3617, device='cuda:0')",1.543786610875811,1.322053679398128,0.23651747703552245,32768.0,87.62424278259277,88.88888894540293,100.00000039559824,0.38353587962962965,2.9670704631366464e-05,0.05,89.62963002522787
9,2026-08-16T09:25:12.572816,0.38165719168526785,"tensor(3.4984, device='cuda:0')",1.5416051021644048,1.2992819590227944,0.26246304512023927,32768.0,87.48489928245544,88.14814820466218,100.00000039559824,0.37306495949074076,2.919562290965365e-05,0.05,90.3703704268844
