epoch,timestamp,train_loss,grad_norm,batch_time,data_time,model_time,loss_scale,epoch_time,val_acc1,val_acc5,val_loss,lr,weight_decay,val_acc1_ema
30,2026-08-15T20:00:40.644389,0.3649684361049107,"tensor(6.0345, device='cuda:0')",1.854681636605944,1.666927077940532,0.1841364860534668,32768.0,105.38561534881592,90.3703707659686,100.00000039559824,0.40443612557870373,1.0843236035743108e-05,0.05,90.3703707659686
31,2026-08-15T20:02:38.484831,0.3561183384486607,"tensor(5.8813, device='cuda:0')",1.4304926310266768,1.2549205337251936,0.1767116069793701,32768.0,81.2853901386261,90.3703707659686,100.00000039559824,0.3935257523148148,9.895037542944652e-06,0.05,91.11111116762514
32,2026-08-15T20:04:38.659778,0.3466862269810268,"tensor(5.4965, device='cuda:0')",1.4689045335565294,1.2999345234462194,0.1820964813232422,32768.0,83.48350548744202,91.85185224745008,100.00000039559824,0.3850368923611111,8.972044715555074e-06,0.05,89.62962968614366
33,2026-08-15T20:06:35.125819,0.35200718470982145,"tensor(5.7952, device='cuda:0')",1.4107176746640886,1.2888808165277754,0.11316189765930176,32768.0,80.2235004901886,91.11111116762514,100.00000039559824,0.37516637731481484,8.078209950561708e-06,0.05,89.62962968614366
34,2026-08-15T20:08:32.513960,0.35308837890625,"tensor(5.6143, device='cuda:0')",1.4176030712468284,1.2522244112832206,0.12793965339660646,32768.0,80.59343314170837,91.85185224745008,100.00000039559824,0.3776927806712963,7.217360785652259e-06,0.05,91.11111150670935
35,2026-08-15T20:10:28.522787,0.3566676548549107,"tensor(6.0093, device='cuda:0')",1.404974000794547,1.231344291142055,0.16616272926330566,32768.0,79.8575234413147,91.11111116762514,100.00000039559824,0.37424225983796294,6.393183509110839e-06,0.05,90.3703704268844
36,2026-08-15T20:12:25.476016,0.35188075474330355,"tensor(5.7411, device='cuda:0')",1.423041399036135,1.2551228702068329,0.17232937812805177,32768.0,80.88921165466309,91.85185224745008,100.00000039559824,0.3698676215277778,5.609207374565589e-06,0.05,91.11111150670935
37,2026-08-15T20:14:23.158002,0.35087803431919645,"tensor(5.8603, device='cuda:0')",1.4307517664773124,1.2706249782017298,0.1683511257171631,32768.0,81.30274724960327,91.85185224745008,100.00000039559824,0.38372214988425923,4.868789488182854e-06,0.05,91.11111150670935
38,2026-08-15T20:16:51.823055,0.35498046875,"tensor(5.8994, device='cuda:0')",1.771564883845193,1.5841174040521895,0.16865754127502441,32768.0,100.70311880111694,90.3703704268844,100.00000039559824,0.38106553819444444,4.175100433023127e-06,0.05,91.11111150670935
39,2026-08-15T20:19:18.745727,0.35880824497767855,"tensor(5.9003, device='cuda:0')",1.8084913534777505,1.6191221007278986,0.17730817794799805,32768.0,102.78063702583313,90.3703707659686,100.00000039559824,0.38319408275462963,3.5311106921176967e-06,0.05,91.11111150670935
40,2026-08-15T20:21:44.016714,0.34763009207589285,"tensor(5.8099, device='cuda:0')",1.8019233047962189,1.61150347334998,0.17934203147888184,32768.0,102.35130643844604,91.11111150670935,100.00000039559824,0.3754484953703704,2.939577928404219e-06,0.05,91.11111150670935
41,2026-08-15T20:24:07.041021,0.35019356863839285,"tensor(5.7970, device='cuda:0')",1.738766257252012,1.5419553049973078,0.20645275115966796,32768.0,98.88548135757446,92.59259298819083,100.00000039559824,0.3598705150462963,2.4030351759906765e-06,0.05,92.59259298819083
42,2026-08-15T20:26:28.160993,0.355712890625,"tensor(5.7533, device='cuda:0')",1.7268036646502358,1.5335767269134521,0.17772283554077148,32768.0,98.15008473396301,88.14814854374639,100.00000039559824,0.40015552662037035,1.923779993314445e-06,0.05,88.88888928448712
43,2026-08-15T20:28:56.366452,0.35516357421875,"tensor(5.9953, device='cuda:0')",1.8523330901350294,1.6643311892236983,0.14372096061706544,32768.0,105.23925566673279,90.3703707659686,100.00000039559824,0.37501627604166665,1.503864624644345e-06,0.05,90.3703707659686
44,2026-08-15T20:31:22.267982,0.35310581752232145,"tensor(5.8211, device='cuda:0')",1.7832076634679521,1.596815483910697,0.14964632987976073,32768.0,101.389315366745,91.85185224745008,100.00000039559824,0.3666178385416667,1.1450872120555927e-06,0.05,91.85185224745008
45,2026-08-15T20:33:47.238729,0.3507908412388393,"tensor(5.8234, device='cuda:0')",1.810319823878152,1.619064905813762,0.1613316059112549,32768.0,102.92379927635193,91.85185224745008,100.00000039559824,0.3711498119212963,8.489840955094122e-07,0.05,91.85185224745008
46,2026-08-15T20:36:11.020529,0.34783499581473215,"tensor(5.7873, device='cuda:0')",1.779492369719914,1.6125413264547075,0.1652836322784424,32768.0,101.17654347419739,89.62963002522787,100.00000039559824,0.3793547453703704,6.16823234009426e-07,0.05,89.62963002522787
47,2026-08-15T20:38:36.123098,0.34812709263392855,"tensor(5.7249, device='cuda:0')",1.7533407339027949,1.5971191270010812,0.1658641815185547,32768.0,99.7546067237854,91.85185224745008,100.00000039559824,0.3669216579861111,4.4959877600656134e-07,0.05,91.85185224745008
48,2026-08-15T20:41:09.553833,0.35768345424107145,"tensor(6.0567, device='cuda:0')",1.9361523645264762,1.758212183203016,0.10222024917602539,32768.0,109.95494985580444,92.59259298819083,100.00000039559824,0.3753544560185185,3.4802680230275485e-07,0.05,92.59259298819083
49,2026-08-15T20:43:38.685524,0.3643275669642857,"tensor(6.0622, device='cuda:0')",1.8408277332782745,1.64765545300075,0.18880715370178222,32768.0,104.52893877029419,91.11111150670935,100.00000039559824,0.38162434895833336,3.125422596830175e-07,0.05,91.11111150670935
