epoch,timestamp,train_loss,grad_norm,batch_time,data_time,model_time,loss_scale,epoch_time,val_acc1,val_acc5,val_loss,lr,weight_decay,val_acc1_ema
0,2026-08-15T12:13:43.644441,1.624267578125,"tensor(nan, device='cuda:0')",2.467067914349692,2.0783690554755077,0,32768.0,70.70308804512024,11.851851894237377,100.00000039559824,1.6454861111111112,0.0002511607142857143,0.0001,10.370370412755895
1,2026-08-15T12:16:38.876909,1.5917619977678572,"tensor(2.0393, device='cuda:0')",2.48180661882673,2.234415744032179,0,32768.0,71.14899563789368,26.666666694923684,100.00000039559824,1.5904586226851851,0.0004986607142857143,0.0001,22.222222306993274
2,2026-08-15T12:19:32.658169,1.5372488839285714,"tensor(1.9033, device='cuda:0')",2.439102223941258,2.191733249596187,0,32768.0,69.89553356170654,49.62962979917173,100.00000039559824,1.5018735532407408,0.0007461607142857143,0.0001,42.22222225047924
3,2026-08-15T12:22:26.663058,1.4487653459821428,"tensor(2.1357, device='cuda:0')",2.442446291446686,2.1905262299946378,0,32768.0,69.99762630462646,58.51851868806062,100.00000039559824,1.324537037037037,0.0009936607142857143,0.0001,55.555555725097655
4,2026-08-15T12:25:26.966161,1.3116280691964286,"tensor(2.3875, device='cuda:0')",2.6131857889039174,2.3680297987801686,0,32768.0,74.85711121559143,66.66666677969474,100.00000039559824,1.0988498263888888,0.0012411607142857142,0.0001,61.4814815097385
5,2026-08-15T12:28:24.863485,1.1755719866071428,"tensor(2.5578, device='cuda:0')",2.5698725496019637,2.3502136724335805,0,32768.0,73.5996766090393,73.33333372893156,100.00000039559824,0.9170428240740741,0.0012485844384743446,0.0001,68.14814820466218
6,2026-08-15T12:31:20.690391,1.0683244977678572,"tensor(2.7190, device='cuda:0')",2.5084560939243863,2.2667681063924516,0,32768.0,71.84798169136047,76.29629669189453,100.00000039559824,0.7980577256944444,0.0012441330832585072,0.0001,71.11111122413918
7,2026-08-15T12:34:16.132097,1.0087716238839286,"tensor(2.9941, device='cuda:0')",2.465284126145499,2.2313245875494823,0,32768.0,70.63229513168335,79.25925965485749,100.00000039559824,0.7038447627314814,0.0012366656783897915,0.0001,73.33333372893156
8,2026-08-15T12:37:10.954587,0.9733189174107143,"tensor(3.0838, device='cuda:0')",2.506875685283116,2.265190056392125,0,32768.0,71.77742099761963,77.777778173376,100.00000039559824,0.6513599537037037,0.0012262186043140977,0.0001,77.777778173376
9,2026-08-15T12:40:05.406356,0.9415457589285714,"tensor(3.1839, device='cuda:0')",2.475279297147478,2.235387223107474,0,32768.0,70.93515801429749,83.70370376021773,100.00000039559824,0.585695167824074,0.0012128427581261855,0.0001,80.74074113633898
10,2026-08-15T12:42:59.854516,0.91357421875,"tensor(3.2109, device='cuda:0')",2.4439138003758023,2.2121285370418002,0,32768.0,70.02392911911011,82.22222261782046,100.00000039559824,0.5760452835648148,0.0011966033056041475,0.0001,82.9629633585612
11,2026-08-15T12:45:53.663563,0.8879568917410714,"tensor(3.2545, device='cuda:0')",2.4718795163290843,2.2376369578497752,0,32768.0,70.8153007030487,85.92592632152416,100.00000039559824,0.5252748842592593,0.001177579363728287,0.0001,82.22222261782046
12,2026-08-15T12:48:46.646052,0.8528703962053571,"tensor(3.2489, device='cuda:0')",2.48596830027444,2.25193989276886,0,32768.0,71.17295050621033,84.44444484004268,100.00000039559824,0.52431640625,0.0011558636152311434,0.0001,82.9629633585612
13,2026-08-15T12:51:40.536565,0.8702566964285714,"tensor(3.4269, device='cuda:0')",2.449282697268895,2.2108721137046814,0,32768.0,70.11594104766846,85.92592632152416,100.00000039559824,0.498216869212963,0.001131561857056535,0.0001,85.18518558078343
14,2026-08-15T12:54:32.983677,0.8294852120535714,"tensor(3.3281, device='cuda:0')",2.4339638352394104,2.1885616268430437,0,32768.0,69.70948505401611,83.70370409930194,100.00000039559824,0.49822410300925923,0.0011047924849274845,0.0001,84.44444484004268
15,2026-08-15T12:57:28.205497,0.8204171316964286,"tensor(3.2922, device='cuda:0')",2.501097994191306,2.263896337577275,0,32768.0,71.59222197532654,88.88888928448712,100.00000039559824,0.46869936342592594,0.001075685916534157,0.0001,85.92592632152416
16,2026-08-15T13:00:21.043598,0.8113490513392857,"tensor(3.4326, device='cuda:0')",2.444508578096117,2.205298261983054,0,32768.0,70.03296542167664,87.40740780300564,100.00000039559824,0.4595413773148148,0.001044383956151982,0.0001,85.92592632152416
17,2026-08-15T13:03:15.401807,0.8251429966517857,"tensor(3.5341, device='cuda:0')",2.462407640048436,2.2094589642116,0,32768.0,70.51344323158264,88.14814854374639,100.00000039559824,0.4368706597222222,0.0010110391037854805,0.0001,84.44444484004268
18,2026-08-15T13:06:09.093899,0.7947649274553571,"tensor(3.4549, device='cuda:0')",2.4472868187086925,2.210510398660387,0,32768.0,70.11609029769897,88.88888928448712,100.00000039559824,0.43512912326388886,0.0009758138122035686,0.0001,88.14814854374639
