epoch,timestamp,train_loss,grad_norm,batch_time,data_time,model_time,loss_scale,epoch_time,val_acc1,val_acc5,val_loss,lr,weight_decay
0,2026-08-14T22:46:14.444221,1.6112583705357142,"tensor(nan, device='cuda:0')",5.900114025388445,5.278372747557504,0,32768.0,165.20319271087646,30.370370398627387,100.00000039559824,1.5864149305555555,0.0012058035714285714,0.0001
1,2026-08-14T22:49:03.450851,1.51513671875,"tensor(1.8124, device='cuda:0')",5.580587608473642,5.098917577947889,0,32768.0,156.2616765499115,51.85185202139395,100.00000039559824,1.4503616898148148,0.0006601030251202927,0.0001
2,2026-08-14T22:52:04.693124,1.4366978236607142,"tensor(2.1313, device='cuda:0')",5.968397293772016,5.483451724052429,0,32768.0,167.1215522289276,56.29629640932436,100.00000039559824,1.406199363425926,1.1081422898032359e-06,0.0001
